CaseSize,Recommended,Governoratename,long,lat
1,Yes,Irbid,35.9045,32.4149
2,Yes,Irbid,35.8973,32.5190
1,Yes,Irbid,35.6874,32.5801
3,Yes,Irbid,35.6982,32.4380
1,Yes,Irbid,35.9045,32.4149
2,Yes,Jarash,35.8967,32.2748
1,Yes,Irbid,36.0056,32.5452
1,Yes,Irbid,35.7300,32.5384
1,Yes,Irbid,35.8617,32.5614
1,Yes,Irbid,35.8396,32.6220
2,No,Ajlun,35.7575,32.3332
1,Yes,Jarash,35.9239,32.3192
2,No,Ajlun,35.7577,32.3337
1,No,Irbid,35.8445,32.5344
6,Yes,Irbid,35.7244,32.5179
2,No,Ajlun,35.7577,32.3337
2,No,Ajlun,35.7575,32.3332
1,No,Irbid,35.8445,32.5344
1,No,Irbid,35.8445,32.5344
1,Yes,Irbid,35.8024,32.5450
4,Yes,Irbid,35.8869,32.5429
1,Yes,Irbid,36.0024,32.5317
4,Yes,Irbid,35.8795,32.6526
1,Yes,Irbid,35.8589,32.5437
4,Yes,Irbid,35.8558,32.5610
8,No,Ajlun,35.7063,32.2955
1,No,Irbid,35.8445,32.5344
2,Yes,Irbid,35.8462,32.5369
2,Yes,Irbid,35.8379,32.6160
1,Yes,Irbid,35.8482,32.5371
4,Yes,Irbid,35.8462,32.5369
1,No,Ajlun,35.8126,32.3639
,Yes,Irbid,35.8471,32.5366
1,Yes,Irbid,36.0084,32.5647
2,No,Irbid,35.8465,32.5352
1,No,Irbid,35.8337,32.5377
5,No,Irbid,36.0051,32.5302
1,Yes,Irbid,35.8337,32.5477
1,No,Jarash,35.9390,32.3479
4,No,Irbid,36.0065,32.5653
1,No,Irbid,35.8560,32.5979
2,Yes,Irbid,36.0113,32.5594
2,No,Irbid,36.0057,32.5662
1,Yes,Mafraq,36.3843,32.2872
1,Yes,Zarqa,36.0731,32.1318
1,Yes,Irbid,36.0167,32.5756
5,No,Irbid,35.8621,32.6005
1,Yes,Irbid,36.0021,32.5320
1,Yes,Irbid,35.8471,32.5368
2,Yes,Irbid,35.8952,32.5390
1,No,Irbid,35.8484,32.5353
4,No,Maan,35.4558,30.3436
5,Yes,Irbid,35.8484,32.5353
2,Yes,Irbid,35.8531,32.5806
2,Yes,Irbid,35.8471,32.5368
1,Yes,Irbid,35.8522,32.5446
5,Yes,Jarash,35.9046,32.2746
1,No,Irbid,35.8001,32.5420
1,Yes,Irbid,35.9064,32.5343
1,Yes,Irbid,35.9322,32.5168
1,Yes,Irbid,35.9322,32.5168
1,No,Irbid,35.8701,32.5746
4,Yes,Irbid,35.7919,32.4197
3,No,Irbid,35.8614,32.5216
1,Yes,Amman,35.8864,32.0167
1,No,Irbid,35.9710,32.6399
1,Yes,Irbid,36.0043,32.6431
1,Yes,Irbid,35.8611,32.5351
2,Yes,Irbid,35.9091,32.5663
1,Yes,Irbid,35.8444,32.5572
1,No,Irbid,35.8650,32.5596
2,Yes,Irbid,35.8453,32.5514
3,No,Irbid,35.8522,32.5576
5,Yes,Irbid,35.8314,32.5646
3,No,Irbid,35.8962,32.5033
3,No,Irbid,35.8513,32.5335
2,Yes,Irbid,35.8479,32.5253
2,No,Irbid,35.9712,32.6397
3,Yes,Irbid,35.8813,32.6491
5,Yes,Irbid,35.8446,32.6912
2,Yes,Amman,35.8303,31.9418
1,No,Irbid,36.0100,32.5622
1,Yes,Zarqa,36.2595,32.1121
1,Yes,Irbid,35.8490,32.5626
1,Yes,Irbid,35.7175,32.6174
1,No,Irbid,35.8616,32.6118
1,Yes,Irbid,36.0089,32.5617
1,Yes,Irbid,35.9045,32.4149
4,Yes,Irbid,35.8494,32.5416
2,No,Irbid,36.0190,32.5711
1,Yes,Irbid,35.8523,32.5344
1,Yes,Irbid,35.8513,32.5317
8,Yes,Irbid,35.7690,32.5850
1,Yes,Irbid,35.8523,32.5344
1,Yes,Irbid,35.7691,32.5162
,No,Irbid,36.0191,32.5716
3,,Ajlun,35.7823,32.3586
5,No,Irbid,35.8735,32.5585
5,Yes,Jarash,35.8863,32.3089
6,No,Irbid,36.0039,32.5652
1,Yes,Irbid,35.9979,32.5576
4,Yes,Mafraq,36.4343,32.3434
1,No,Irbid,36.0210,32.5726
6,Yes,Irbid,35.8412,32.5674
4,No,Irbid,36.0226,32.5733
4,No,Irbid,36.0145,32.5609
1,No,Irbid,36.0210,32.5726
1,No,Irbid,36.0210,32.5725
1,No,Irbid,36.0210,32.5725
2,Yes,Irbid,36.0175,32.5635
4,Yes,Irbid,36.0132,32.5639
1,Yes,Irbid,36.0116,32.5612
3,No,Irbid,35.8771,32.5585
1,No,Irbid,36.0158,32.5585
1,Yes,Irbid,35.8531,32.5577
1,No,Amman,36.0860,31.8732
1,No,Irbid,36.0107,32.5600
1,No,Amman,36.0860,31.8732
4,Yes,Irbid,36.0132,32.5639
1,Yes,Irbid,35.9231,32.4228
2,No,Irbid,35.8132,32.5954
1,,Irbid,35.8585,32.5477
1,No,Amman,36.0860,31.8732
1,Yes,Irbid,35.8527,32.5303
1,Yes,Irbid,35.8509,32.5628
1,Yes,Irbid,35.9412,32.5393
1,Yes,Irbid,35.8474,32.5571
1,No,Irbid,35.8660,32.5414
1,Yes,Irbid,35.8753,32.5930
2,Yes,Jarash,35.8850,32.2757
2,Yes,Amman,35.9046,31.9118
1,No,Irbid,35.8447,32.5562
1,No,Irbid,35.8447,32.5562
1,Yes,Irbid,35.9055,32.4177
1,Yes,Mafraq,36.0903,32.2504
2,No,Irbid,36.0061,32.5544
3,,Irbid,35.7076,32.5984
1,Yes,Irbid,35.8494,32.5415
4,Yes,Irbid,35.8450,32.5123
2,Yes,Irbid,35.8740,32.5701
1,No,Irbid,35.7666,32.5282
2,Yes,Irbid,35.8699,32.5403
1,No,Irbid,35.8697,32.5399
1,Yes,Irbid,35.8552,32.5667
1,Yes,Irbid,35.8498,32.5584
1,No,Irbid,35.8499,32.5364
1,Yes,Irbid,35.8627,32.5470
2,Yes,Irbid,35.8292,32.5733
3,Yes,Irbid,35.8501,32.5583
4,Yes,Irbid,35.8556,32.5484
2,Yes,Zarqa,36.8826,31.8889
1,No,Jarash,35.8944,32.2785
1,No,Jarash,35.8944,32.2785
1,Yes,Irbid,36.0072,32.5610
1,No,Zarqa,36.0910,32.0630
1,No,Mafraq,36.1742,32.5040
1,No,Irbid,35.8586,32.5597
2,Yes,Irbid,35.8497,32.5444
4,Yes,Irbid,35.8472,32.5381
1,No,Irbid,35.8513,32.5411
1,Yes,Irbid,35.8470,32.5508
2,Yes,Irbid,35.8470,32.6150
5,No,Irbid,35.8532,32.5110
1,Yes,Irbid,35.9277,32.6014
1,Yes,Irbid,35.8062,32.6253
4,No,Irbid,35.8556,32.5485
5,No,Irbid,35.8462,32.5244
5,No,Irbid,35.7845,32.4337
1,Yes,Irbid,35.9994,32.5646
1,Yes,Irbid,35.8407,32.6806
1,Yes,Irbid,35.8501,32.5557
4,Yes,Irbid,35.8507,32.5557
2,No,Irbid,35.9085,32.5326
3,Yes,Irbid,35.8516,32.5431
1,Yes,Amman,35.9218,31.9653
1,No,Irbid,35.8165,32.4806
3,,Ajlun,35.7553,32.3060
4,,Irbid,35.9582,32.5632
3,Yes,Irbid,35.8425,32.5487
2,Yes,Irbid,35.8425,32.5486
7,Yes,Irbid,35.8493,32.5414
1,No,Irbid,35.8425,32.5486
1,Yes,Irbid,35.8876,32.5862
1,Yes,Irbid,36.0046,32.5284
1,No,Irbid,35.8615,32.5215
6,Yes,Irbid,35.8629,32.4999
1,Yes,Irbid,35.8608,32.5926
3,No,Irbid,35.8540,32.5718
1,Yes,Irbid,35.8564,32.5724
4,No,Irbid,35.8402,32.5322
1,No,Ajlun,35.7056,32.2955
3,Yes,Zarqa,36.0826,32.0707
2,Yes,Irbid,35.8497,32.5375
7,Yes,Irbid,36.0075,32.5508
1,Yes,Irbid,35.8505,32.5395
4,Yes,Irbid,35.8336,32.5374
6,No,Irbid,35.8466,32.5537
1,Yes,Irbid,35.7347,32.5979
1,No,Irbid,35.8484,32.5751
1,No,Irbid,35.8918,32.4979
1,Yes,Irbid,35.8787,32.6277
1,Yes,Irbid,35.7449,32.6528
5,Yes,Ajlun,35.7934,32.3535
6,Yes,Irbid,35.9037,32.5770
1,Yes,Irbid,35.8482,32.5410
1,Yes,Irbid,35.7468,32.5155
1,No,Irbid,35.7880,32.5183
2,Yes,Irbid,35.8851,32.4994
3,Yes,Irbid,35.5909,32.2559
2,Yes,Irbid,35.8458,32.5333
1,Yes,Irbid,35.7456,32.5594
2,No,Irbid,36.0230,32.5564
1,No,Irbid,35.6890,32.5474
1,Yes,Irbid,36.0038,32.5562
3,Yes,Irbid,35.8268,32.5736
1,Yes,Amman,35.8857,31.9630
3,Yes,Balqa,35.5707,32.1242
1,Yes,Mafraq,36.1550,32.4200
1,No,Irbid,35.7706,32.5850
1,Yes,Irbid,35.6845,32.4981
1,Yes,Irbid,35.8290,32.5877
8,Yes,Irbid,35.8065,32.6371
1,Yes,Irbid,35.7706,32.5850
2,No,Irbid,35.8674,32.5518
3,Yes,Irbid,35.7779,32.5545
1,Yes,Ajlun,35.7488,32.3317
2,,Irbid,36.0103,32.5677
2,No,Irbid,35.8497,32.5375
1,Yes,Irbid,35.9104,32.5813
1,Yes,Irbid,35.7604,32.5813
1,Yes,Irbid,35.8353,32.6574
1,No,Irbid,35.8556,32.5484
2,Yes,Irbid,35.7268,32.6528
2,No,Irbid,35.7150,32.5552
1,No,Irbid,35.9413,32.6415
1,Yes,Irbid,35.8491,32.5340
3,Yes,Irbid,36.0069,32.5637
3,Yes,Irbid,35.6889,32.4974
,Yes,Irbid,35.9361,32.4286
5,Yes,Irbid,35.8485,32.5322
1,Yes,Irbid,35.9869,32.6258
1,No,Irbid,35.8645,32.5381
9,Yes,Irbid,35.8574,32.5131
1,No,Irbid,36.0153,32.5588
1,Yes,Mafraq,36.5125,32.2527
2,Yes,Jarash,35.9328,32.3457
1,Yes,Irbid,36.0134,32.5696
1,Yes,Irbid,35.7804,32.6991
1,Yes,Jarash,35.9328,32.3457
1,No,Irbid,35.8368,32.5383
4,No,Irbid,35.8604,32.5762
3,No,Irbid,36.0088,32.5635
1,No,Irbid,35.8745,32.5873
5,No,Irbid,35.8411,32.5610
4,Yes,Irbid,35.9869,32.6258
2,Yes,Irbid,35.8396,32.6657
3,Yes,Irbid,35.8484,32.5654
1,Yes,Irbid,35.9310,32.6451
1,Yes,Irbid,35.8523,32.5438
7,No,Irbid,35.6161,32.6221
3,Yes,Irbid,35.8502,32.4423
1,No,Irbid,35.8451,32.5641
3,No,Irbid,35.8558,32.5324
1,Yes,Irbid,35.8000,32.5736
1,No,Irbid,35.8397,32.6219
2,No,Irbid,35.8556,32.5485
1,Yes,Irbid,35.8731,32.5475
1,Yes,Irbid,35.8603,32.5113
3,Yes,Irbid,35.9713,32.6397
3,Yes,Irbid,35.9869,32.5597
1,No,Irbid,35.8353,32.5350
1,No,Irbid,35.8472,32.5584
1,No,Irbid,35.9101,32.5677
1,Yes,Irbid,35.8699,32.5775
1,No,Irbid,35.9070,32.5620
1,Yes,Irbid,35.9308,32.6450
2,Yes,Irbid,35.8880,32.4720
6,Yes,Jarash,35.8557,32.2602
5,Yes,Irbid,35.8696,32.5528
1,Yes,Irbid,35.8696,32.5528
4,Yes,Amman,36.0045,31.8336
7,No,Mafraq,36.1784,32.4971
4,No,Irbid,35.8551,32.5062
6,Yes,Irbid,35.8518,32.6902
1,No,Ajlun,35.8079,32.3642
2,Yes,Irbid,36.0594,32.4660
1,No,Irbid,35.8522,32.5574
1,Yes,Jarash,35.8954,32.2771
2,No,Irbid,35.8508,32.5333
1,No,Irbid,35.8560,32.5493
2,No,Irbid,35.8834,32.4880
5,Yes,Irbid,36.0171,32.5519
1,No,Irbid,35.8470,32.5508
3,No,Irbid,36.0231,32.5531
4,No,Irbid,35.8541,32.5471
4,No,Irbid,35.8834,32.4881
1,No,Irbid,35.8617,32.5481
1,No,Irbid,35.6664,32.4178
4,No,Irbid,35.8556,32.5484
1,No,Irbid,35.6664,32.4177
3,Yes,Irbid,35.8069,32.5515
1,No,Irbid,35.8503,32.5362
4,Yes,Irbid,35.8328,32.5558
1,Yes,Irbid,35.8425,32.6194
1,Yes,Irbid,35.8545,32.5280
1,Yes,Irbid,35.6844,32.4981
4,Yes,Jarash,35.9166,32.3135
5,No,Irbid,35.8485,32.5322
1,Yes,Irbid,35.8570,32.5754
1,Yes,Irbid,35.8476,32.5633
2,No,Irbid,35.8433,32.5625
2,Yes,Balqa,35.8385,32.0517
1,Yes,Amman,35.8730,31.9974
5,Yes,Irbid,35.9089,32.5343
8,Yes,Irbid,36.0506,32.5176
4,Yes,Irbid,35.8443,32.5425
8,Yes,Irbid,35.8561,32.5069
3,Yes,Irbid,35.8563,32.5469
4,,Irbid,36.0096,32.5522
1,Yes,Balqa,35.5901,32.1595
7,Yes,Mafraq,36.2997,32.4370
1,No,Irbid,35.8502,32.5359
6,No,Irbid,35.8470,32.5325
1,Yes,Mafraq,36.2997,32.4370
1,No,Irbid,35.8500,32.5940
1,No,Ajlun,35.7975,32.3609
3,No,Irbid,35.8470,32.5325
1,No,Irbid,35.8502,32.5359
4,No,Irbid,35.8578,32.5068
2,Yes,Irbid,35.8158,32.6452
9,Yes,Irbid,35.8556,32.5072
9,Yes,Irbid,35.8407,32.5726
3,Yes,Irbid,35.8584,32.5550
1,No,Irbid,36.0221,32.5716
1,No,Irbid,35.8529,32.5602
1,No,Irbid,35.8492,32.5491
2,No,Ajlun,35.7971,32.3616
2,Yes,Irbid,36.0598,32.4695
3,No,Irbid,36.0221,32.5716
2,No,Irbid,36.0119,32.5668
1,No,Irbid,35.8498,32.5374
3,Yes,Irbid,35.9017,32.4142
1,Yes,Irbid,36.0099,32.5614
5,No,Irbid,35.8656,32.5904
2,Yes,Jarash,35.8899,32.2702
2,Yes,Irbid,35.8493,32.5281
3,Yes,Irbid,35.8941,32.4349
1,Yes,Irbid,35.6982,32.4630
1,Yes,Irbid,35.9382,32.6091
1,No,Irbid,35.8930,32.5602
1,Yes,Irbid,35.8579,32.5652
4,No,Irbid,35.8447,32.5516
1,No,Irbid,35.8623,32.5971
1,No,Irbid,35.8575,32.5022
7,Yes,Jarash,35.8872,32.3057
1,Yes,Irbid,35.9739,32.6456
1,Yes,Jarash,35.8961,32.2794
1,Yes,Irbid,35.8445,32.5427
6,Yes,Jarash,35.8439,32.2738
1,Yes,Irbid,35.8128,32.6867
2,No,Irbid,35.8414,32.4802
1,Yes,Irbid,35.8264,32.7000
1,Yes,Irbid,35.8631,32.5466
1,Yes,Amman,35.9183,31.9597
2,No,Irbid,35.8872,32.5366
6,Yes,Irbid,35.8630,32.5461
1,No,Irbid,35.8403,32.5216
1,No,Irbid,35.8422,32.5288
1,No,Irbid,35.8506,32.5448
3,No,Irbid,35.8660,32.5408
2,No,Irbid,35.8575,32.5475
6,No,Irbid,35.7392,32.5700
1,Yes,Ajlun,35.7518,32.4143
1,No,Irbid,35.8559,32.5679
3,No,Irbid,35.8559,32.5679
1,Yes,Irbid,35.8353,32.6824
1,No,Irbid,35.8912,32.5129
2,No,Irbid,35.8552,32.5151
1,No,Irbid,35.9923,32.5681
2,Yes,Irbid,35.9923,32.5681
2,Yes,Irbid,35.8535,32.5526
1,No,Irbid,36.0219,32.5145
1,Yes,Irbid,35.8598,32.5447
1,Yes,Irbid,35.9379,32.6105
1,No,Irbid,35.8602,32.5937
1,No,Irbid,35.6686,32.5081
1,No,Irbid,35.8498,32.5367
5,No,Irbid,35.8579,32.5434
1,No,Irbid,35.8498,32.5387
2,Yes,Irbid,35.8523,32.5344
1,No,Irbid,35.8374,32.6440
6,No,Amman,35.8331,31.9991
1,No,Irbid,35.8374,32.6440
6,Yes,Irbid,36.0153,32.5588
1,Yes,Irbid,36.0096,32.5522
1,Yes,Irbid,36.0168,32.5537
3,No,Irbid,35.8498,32.5372
1,Yes,Irbid,35.8575,32.5475
1,No,Irbid,35.8504,32.5375
2,Yes,Irbid,35.8504,32.5375
1,No,Amman,36.0105,31.8671
1,Yes,Irbid,35.7465,32.5604
1,No,Balqa,35.7283,32.0347
3,No,Irbid,35.8381,32.5291
1,Yes,Irbid,35.8505,32.5761
1,Yes,Irbid,36.0173,32.5519
1,No,Irbid,35.8674,32.5518
7,No,Irbid,35.8415,32.5370
8,No,Jarash,35.8321,32.3515
1,Yes,Ajlun,35.7502,32.4113
1,Yes,Irbid,35.8069,32.7264
1,Yes,Irbid,36.0096,32.5522
7,No,Irbid,35.8369,32.5287
4,Yes,Balqa,35.7305,32.0281
1,No,Irbid,35.8429,32.5407
1,Yes,Mafraq,36.1687,32.4166
3,Yes,Irbid,35.8628,32.5360
3,Yes,Irbid,35.8069,32.7264
1,No,Irbid,35.8537,32.6516
1,Yes,Irbid,35.8554,32.5484
1,Yes,Irbid,35.8537,32.6516
1,Yes,Irbid,35.8511,32.5492
1,Yes,Irbid,35.8537,32.6516
1,Yes,Irbid,35.8439,32.4738
4,No,Irbid,35.8432,32.5393
1,Yes,Irbid,35.8501,32.5412
3,Yes,Zarqa,36.0791,32.0401
2,No,Irbid,35.8059,32.5563
1,,Irbid,35.8810,32.5605
1,Yes,Irbid,35.8496,32.5402
1,No,Irbid,35.8498,32.5372
1,No,Irbid,35.7092,32.5698
1,Yes,Mafraq,36.1773,32.4157
8,No,Ajlun,35.6996,32.2926
1,No,Jarash,35.9088,32.2874
4,No,Irbid,35.8541,32.5496
5,No,Jarash,35.9031,32.2837
5,Yes,Irbid,35.8935,32.5039
1,No,Jarash,35.9086,32.2878
1,No,Ajlun,35.6996,32.2926
1,Yes,Irbid,35.8559,32.5490
2,Yes,Irbid,35.8792,32.4883
1,No,Ajlun,35.8020,32.3682
1,Yes,Jarash,35.8884,32.2797
1,Yes,Jarash,35.8884,32.2797
1,Yes,Irbid,35.8200,32.5448
4,Yes,Irbid,35.8689,32.5304
1,Yes,Irbid,36.0141,32.5513
3,Yes,Jarash,35.8866,32.3059
2,Yes,Irbid,35.8588,32.5813
3,Yes,Irbid,35.8588,32.5813
1,Yes,Irbid,35.8417,32.6169
1,Yes,Irbid,36.0225,32.5741
5,Yes,Irbid,35.8501,32.5630
3,Yes,Ajlun,35.5998,32.2758
1,Yes,Irbid,36.0096,32.5522
3,Yes,Ajlun,35.5998,32.2758
2,Yes,Mafraq,36.5016,32.3461
2,Yes,Ajlun,35.5997,32.2751
5,Yes,Zarqa,36.0996,32.0365
7,Yes,Irbid,35.8531,32.5587
3,Yes,Irbid,35.9260,32.5991
1,No,Jarash,35.9066,32.2816
8,No,Ajlun,35.7050,32.2975
2,Yes,Irbid,35.8512,32.5353
1,Yes,Ajlun,35.7284,32.3744
2,Yes,Irbid,35.8721,32.5565
2,Yes,Irbid,36.0196,32.5530
2,No,Irbid,35.8584,32.5948
2,Yes,Irbid,35.7963,32.5480
3,Yes,Zarqa,36.1006,32.0385
1,No,Irbid,35.8902,32.5685
1,No,Irbid,35.8584,32.5948
1,No,Irbid,35.8584,32.5948
1,No,Irbid,36.0183,32.5684
2,Yes,Irbid,35.8315,32.5715
1,No,Irbid,35.8957,32.5104
1,No,Irbid,36.0169,32.5635
8,No,Irbid,35.8449,32.5432
1,No,Irbid,35.8833,32.5318
1,No,Irbid,35.9020,32.4338
5,Yes,Irbid,36.0195,32.5684
1,Yes,Mafraq,36.1862,32.4619
1,Yes,Irbid,35.8513,32.5294
1,Yes,Irbid,35.8713,32.5446
5,Yes,Irbid,35.9960,32.5648
1,Yes,Amman,35.9144,31.9778
1,No,Irbid,35.8484,32.5596
1,Yes,Amman,35.9044,31.9778
1,Yes,Amman,35.9144,31.9778
1,No,Irbid,35.8484,32.5596
1,Yes,Irbid,36.0081,32.5613
4,Yes,Irbid,35.9370,32.6103
1,No,Irbid,36.0137,32.5697
1,Yes,Irbid,35.8439,32.4738
6,Yes,Irbid,35.8970,32.5018
1,Yes,Irbid,35.8651,32.5390
3,Yes,Irbid,36.0505,32.5691
1,Yes,Irbid,35.9903,32.6423
4,Yes,Irbid,35.8541,32.5707
1,Yes,Irbid,35.8987,32.5044
1,Yes,Irbid,35.9968,32.6046
1,Yes,Irbid,35.9909,32.6244
5,No,Irbid,35.8533,32.5360
1,No,Irbid,35.7374,32.5376
4,Yes,Irbid,36.0113,32.5546
1,No,Irbid,35.8471,32.5511
1,Yes,Irbid,36.0112,32.5592
,Yes,Irbid,35.8591,32.5444
1,Yes,Irbid,36.0112,32.5547
3,Yes,Irbid,35.8362,32.5282
3,Yes,Irbid,35.8689,32.5348
1,Yes,Irbid,35.9685,32.5018
6,Yes,Irbid,35.8486,32.5354
5,Yes,Irbid,35.9394,32.5417
6,Yes,Irbid,35.8501,32.5315
1,Yes,Irbid,35.8483,32.5361
1,Yes,Irbid,36.0129,32.5650
1,Yes,Irbid,35.8547,32.5476
4,Yes,Irbid,36.0290,32.5642
2,Yes,Irbid,35.8233,32.5605
4,Yes,Irbid,35.8891,32.5523
2,Yes,Amman,35.9189,31.8482
1,Yes,Irbid,35.8495,32.5390
4,Yes,Mafraq,36.2082,32.3502
4,Yes,Irbid,35.8741,32.6572
1,Yes,Irbid,35.8623,32.5762
1,Yes,Irbid,35.8495,32.5390
2,Yes,Irbid,35.8007,32.5841
2,Yes,Irbid,35.8528,32.5310
1,No,Jarash,35.8845,32.2866
1,Yes,Irbid,35.9983,32.5684
1,Yes,Irbid,35.9023,32.6261
8,Yes,Irbid,35.8471,32.5368
2,No,Irbid,35.8414,32.5371
1,Yes,Irbid,35.9986,32.5682
6,Yes,Irbid,35.8504,32.5374
5,Yes,Irbid,35.9999,32.5562
1,Yes,Irbid,35.8954,32.4401
4,Yes,Irbid,35.8760,32.5470
1,Yes,Irbid,35.7693,32.5162
4,No,Irbid,35.9098,32.4176
2,Yes,Irbid,35.8430,32.5442
1,No,Irbid,35.8488,32.5374
2,Yes,Irbid,36.0124,32.5485
2,No,Irbid,35.8925,32.4983
1,No,Irbid,35.9179,32.5925
1,No,Irbid,35.8468,32.5509
6,Yes,Irbid,35.8739,32.6564
1,Yes,Irbid,35.8567,32.5296
9,No,Ajlun,35.7584,32.3095
1,Yes,Irbid,35.8541,32.5473
1,Yes,Irbid,35.8317,32.5528
1,No,Irbid,35.8261,32.5793
2,No,Irbid,35.8645,32.5412
1,Yes,Irbid,35.9438,32.5489
4,Yes,Irbid,35.8346,32.5600
2,No,Irbid,35.8553,32.5609
1,No,Irbid,35.9238,32.4230
7,Yes,Irbid,35.8412,32.5350
2,Yes,Irbid,35.8553,32.5609
1,Yes,Irbid,35.8588,32.5050
1,Yes,Jarash,35.9095,32.2864
5,No,Jarash,35.8956,32.2792
1,No,Irbid,35.8547,32.5325
1,No,Irbid,35.8627,32.5936
2,No,Irbid,36.0150,32.5565
1,No,Irbid,35.8627,32.5936
1,No,Irbid,35.8608,32.5925
1,No,Irbid,35.8626,32.5936
3,No,Irbid,35.8445,32.5427
1,No,Irbid,35.8626,32.5936
,Yes,Irbid,35.9856,32.6087
2,No,Irbid,35.8578,32.5654
1,Yes,Irbid,35.8796,32.6527
1,No,Irbid,35.8625,32.6117
1,Yes,Irbid,35.7886,32.6915
1,No,Irbid,35.8553,32.5557
4,Yes,Irbid,35.8608,32.5925
8,No,Irbid,35.8083,32.5560
2,Yes,Irbid,35.8517,32.5758
5,Yes,Irbid,35.9711,32.6398
1,Yes,Irbid,35.8865,32.6586
1,Yes,Irbid,35.8423,32.5486
4,No,Irbid,36.0057,32.5563
1,No,Irbid,35.8121,32.5655
1,Yes,Irbid,35.9990,32.5623
1,No,Irbid,35.8602,32.5462
1,No,Irbid,35.8602,32.5462
1,Yes,Jarash,35.8994,32.2806
1,Yes,Irbid,35.7563,32.4800
1,No,Irbid,35.9004,32.5208
5,Yes,Irbid,35.8770,32.5398
1,Yes,Irbid,35.7510,32.6725
6,Yes,Irbid,35.8598,32.5962
1,No,Irbid,35.8487,32.5353
1,No,Irbid,35.8875,32.5992
3,No,Zarqa,36.0232,32.0000
1,No,Irbid,35.8678,32.5472
1,No,Irbid,35.9007,32.5634
1,Yes,Irbid,36.0088,32.5713
6,No,Irbid,35.8463,32.5624
1,No,Irbid,35.8537,32.5228
1,Yes,Irbid,36.0129,32.5488
1,No,Irbid,35.9996,32.5606
1,Yes,Irbid,35.8586,32.5615
1,Yes,Irbid,35.6867,32.5739
2,Yes,Irbid,35.7431,32.5306
1,No,Irbid,35.7431,32.5306
2,Yes,Irbid,35.8419,32.5388
1,No,Ajlun,35.7073,32.2999
2,Yes,Irbid,35.8475,32.5381
1,No,Jarash,35.8992,32.2803
1,No,Irbid,35.9044,32.4131
5,Yes,Irbid,35.9982,32.5685
1,No,Amman,36.0105,31.8671
1,No,Irbid,35.8555,32.5534
1,No,Zarqa,36.0684,32.0683
1,,Irbid,35.7237,32.5194
1,No,Irbid,35.8498,32.5372
1,No,Irbid,35.8418,32.5620
1,No,Jarash,35.8905,32.2437
2,No,Irbid,35.8497,32.5372
1,Yes,Irbid,35.8549,32.5325
1,No,Irbid,35.8657,32.5531
6,Yes,Zarqa,36.0642,32.0265
1,No,Irbid,35.8498,32.5372
1,No,Irbid,35.8435,32.5390
1,No,Irbid,35.8568,32.5378
1,No,Irbid,36.0119,32.5599
1,No,Irbid,36.0310,32.5275
1,No,Irbid,35.8556,32.5484
1,Yes,Irbid,36.0010,32.5318
2,Yes,Irbid,35.7561,32.5797
1,Yes,Jarash,35.9042,32.2745
2,No,Irbid,35.8400,32.5440
7,Yes,Irbid,36.0191,32.5680
3,No,Irbid,35.8400,32.5440
2,No,Irbid,35.8439,32.5543
1,Yes,Irbid,35.9989,32.5635
2,Yes,Irbid,35.8425,32.5464
1,Yes,Irbid,35.7300,32.5654
1,No,Irbid,35.8527,32.5260
1,No,Irbid,35.7138,32.5901
1,Yes,Irbid,35.8644,32.5352
2,Yes,Jarash,35.8803,32.2707
1,Yes,Irbid,35.8535,32.5562
5,Yes,Irbid,35.8524,32.5344
2,Yes,Irbid,36.0130,32.5572
1,Yes,Irbid,35.8409,32.5617
1,No,Irbid,35.9987,32.5533
4,No,Irbid,35.6731,32.5105
2,No,Irbid,35.6731,32.5105
1,No,Irbid,35.6950,32.4740
1,Yes,Ajlun,35.8474,32.3675
3,No,Irbid,36.0194,32.5684
2,Yes,Irbid,35.8848,32.5956
1,No,Irbid,35.8509,32.5425
1,No,Irbid,35.8592,32.5443
6,Yes,Irbid,36.0485,32.5574
1,,Irbid,35.8528,32.5344
4,No,Irbid,35.8645,32.5312
1,No,Irbid,35.8494,32.5285
1,No,Irbid,35.8496,32.5322
1,Yes,Irbid,36.0077,32.5505
1,Yes,Irbid,35.9994,32.5635
1,Yes,Irbid,35.7392,32.6004
1,No,Jarash,35.9013,32.2907
2,Yes,Irbid,35.9896,32.6116
3,Yes,Irbid,35.8496,32.6028
4,Yes,Irbid,36.0048,32.5607
1,Yes,Irbid,35.8554,32.5754
3,No,Irbid,35.9375,32.6063
2,Yes,Irbid,36.0272,32.5680
1,No,Irbid,36.0034,32.5557
1,Yes,Irbid,35.7920,32.5521
1,Yes,Irbid,36.0108,32.5551
2,Yes,Irbid,35.9008,32.5115
2,Yes,Irbid,35.8548,32.5324
1,Yes,Irbid,35.7609,32.4260
2,No,Irbid,36.0013,32.5660
1,No,Irbid,36.0029,32.5521
1,Yes,Irbid,35.9961,32.5652
1,Yes,Irbid,35.8486,32.5412
4,No,Irbid,35.8517,32.5758
1,Yes,Irbid,35.8517,32.5758
1,Yes,Irbid,35.8424,32.5955
1,Yes,Irbid,35.8796,32.6527
1,Yes,Irbid,35.8590,32.5956
2,Yes,Ajlun,35.7572,32.2998
5,Yes,Irbid,36.0058,32.5480
1,No,Irbid,35.9995,32.5647
